strateji,tohum,gun,masa,asci,salon,plan,servis,kizgin,kisi,ciro,memnuniyet,itibar,kasa
yuksek_fiyat,20316343,56,4,1,2,5,5,0,10,86840,5290,0,361831
yuksek_fiyat,20316343,57,4,1,2,4,4,0,8,59670,6485,34,406827
yuksek_fiyat,20316343,58,4,1,2,4,4,0,8,57785,6457,67,450380
yuksek_fiyat,20316343,59,4,1,2,5,5,0,8,57395,6217,79,493507
yuksek_fiyat,20316343,60,4,1,2,3,3,0,8,70720,7688,235,546615
yuksek_fiyat,20324262,1,4,1,0,7,7,0,13,77220,3532,2483,858080
yuksek_fiyat,20324262,2,4,1,0,7,5,2,10,62205,6406,2474,904758
yuksek_fiyat,20324262,3,4,1,1,7,6,1,11,60710,4618,1401,950228
yuksek_fiyat,20324262,4,4,1,1,4,4,0,10,80275,7359,1531,1010513
yuksek_fiyat,20324262,5,4,1,1,3,3,0,10,59930,7422,1682,1055261
yuksek_fiyat,20324262,6,4,1,1,7,7,0,13,88270,5076,1579,1121525
yuksek_fiyat,20324262,7,4,1,1,6,6,0,13,81640,5615,1596,817942
yuksek_fiyat,20324262,8,4,1,1,3,3,0,11,61100,6247,1648,863918
yuksek_fiyat,20324262,9,4,1,1,7,7,0,11,56680,6225,1682,906381
yuksek_fiyat,20324262,10,4,1,1,5,5,0,11,78520,3912,1338,965420
yuksek_fiyat,20324262,11,4,1,1,6,6,0,10,61945,5834,1318,1011975
yuksek_fiyat,20324262,12,4,1,1,4,4,0,10,57850,7108,1445,1055210
yuksek_fiyat,20324262,13,4,1,1,7,7,0,13,72800,5408,1344,1109856
yuksek_fiyat,20324262,14,4,1,1,7,7,0,13,64870,5265,1230,790103
yuksek_fiyat,20324262,15,4,1,1,5,5,0,10,69680,7154,1337,842810
yuksek_fiyat,20324262,16,4,1,1,5,5,0,10,74165,5965,1282,898418
yuksek_fiyat,20324262,17,4,1,1,3,3,0,10,78910,6910,1366,957872
yuksek_fiyat,20324262,18,4,1,1,5,5,0,10,70720,3763,1000,1011055
yuksek_fiyat,20324262,19,4,1,1,3,3,0,10,59280,6707,1063,1055499
yuksek_fiyat,20324262,20,4,1,1,4,4,0,12,75465,6648,1314,1112405
yuksek_fiyat,20324262,21,4,1,1,8,8,0,13,94510,5874,1300,810911
yuksek_fiyat,20324262,22,4,1,1,6,6,0,10,73385,4866,1182,866022
yuksek_fiyat,20324262,23,4,1,1,5,5,0,10,72540,3809,900,920669
yuksek_fiyat,20324262,24,4,1,1,6,5,1,8,60580,4116,627,966378
yuksek_fiyat,20324262,25,4,1,1,3,3,0,9,78910,7645,786,1025947
yuksek_fiyat,20324262,26,4,1,1,4,3,1,6,36010,6043,488,1053023
yuksek_fiyat,20324262,27,4,1,1,3,3,0,11,88725,6853,589,1119443
yuksek_fiyat,20324262,28,4,1,1,6,6,0,11,93210,5123,442,813946
yuksek_fiyat,20324262,29,4,1,1,6,6,0,9,60320,5355,383,859250
yuksek_fiyat,20324262,30,4,1,1,6,6,0,9,78520,5323,329,918471
yuksek_fiyat,20324262,31,4,1,1,5,5,0,9,71370,2726,0,972211
yuksek_fiyat,20324262,32,4,1,1,6,6,0,8,64805,4740,0,1021032
yuksek_fiyat,20324262,33,4,1,1,4,4,0,8,66495,6343,1,1071104
yuksek_fiyat,20324262,34,4,1,1,5,5,0,10,87230,5991,0,1137039
yuksek_fiyat,20324262,35,4,1,1,5,4,1,9,56810,7122,53,799570
yuksek_fiyat,20324262,36,4,1,1,5,5,0,8,49205,5332,0,836444
yuksek_fiyat,20324262,37,4,1,1,3,3,0,8,54925,5633,0,877674
yuksek_fiyat,20324262,38,4,1,1,4,4,0,8,56680,4884,0,919988
yuksek_fiyat,20324262,39,4,1,1,4,4,0,8,47840,4717,0,955876
yuksek_fiyat,20324262,40,4,1,1,5,5,0,8,65715,6079,0,1005409
yuksek_fiyat,20324262,41,4,1,1,5,5,0,10,109005,6591,45,1087718
yuksek_fiyat,20324262,42,4,1,1,7,7,0,10,63895,6341,57,751522
yuksek_fiyat,20324262,43,4,1,1,6,6,0,8,46345,4652,0,786127
yuksek_fiyat,20324262,44,4,1,1,4,4,0,8,72800,7514,491,841013
yuksek_fiyat,20324262,45,4,1,1,3,3,0,9,46670,5844,415,875872
yuksek_fiyat,20324262,46,4,1,1,4,3,1,7,49595,5150,213,913200
yuksek_fiyat,20324262,47,4,1,1,5,5,0,8,56290,6534,231,955679
yuksek_fiyat,20324262,48,4,1,1,4,4,0,10,92690,4197,0,1025363
yuksek_fiyat,20324262,49,4,1,1,6,6,0,10,90545,4995,0,705128
yuksek_fiyat,20324262,50,4,1,1,4,4,0,8,89700,3056,0,773085
yuksek_fiyat,20324262,51,4,1,1,5,5,0,8,57395,5878,0,816214
yuksek_fiyat,20324262,52,4,1,1,6,5,1,7,63375,5441,0,863903
yuksek_fiyat,20324262,53,4,1,1,5,5,0,8,39000,7449,297,893018
yuksek_fiyat,20324262,54,4,1,1,3,3,0,8,49530,6960,351,930262
yuksek_fiyat,20324262,55,4,1,1,7,7,0,11,92235,3777,33,999578
yuksek_fiyat,20324262,56,4,1,1,5,5,0,10,80600,4285,0,667376
yuksek_fiyat,20324262,57,4,1,1,4,3,1,7,49335,7125,36,704506
yuksek_fiyat,20324262,58,4,1,1,4,4,0,8,48620,5431,0,741030
yuksek_fiyat,20324262,59,4,1,1,4,4,0,8,65195,7523,175,790086
yuksek_fiyat,20324262,60,4,1,1,4,4,0,8,66560,7545,385,840109
yuksek_fiyat,20332181,1,4,1,0,6,6,0,13,94185,6753,3092,870717
yuksek_fiyat,20332181,2,4,1,0,5,5,0,13,82485,1864,2035,932541
yuksek_fiyat,20332181,3,4,1,0,6,6,0,11,87685,6832,2086,998505
yuksek_fiyat,20332181,4,4,1,0,7,7,0,11,87165,4375,1904,1064184
yuksek_fiyat,20332181,5,4,1,0,3,2,1,9,54795,7629,1918,1105305
yuksek_fiyat,20332181,6,4,1,1,9,8,1,13,96850,6398,1950,1178158
yuksek_fiyat,20332181,7,4,1,1,8,8,0,14,99970,5610,1898,888491
yuksek_fiyat,20332181,8,4,1,1,5,5,0,11,82030,7328,1999,950297
yuksek_fiyat,20332181,9,4,1,1,4,4,0,11,60645,6495,2070,995696
yuksek_fiyat,20332181,10,4,1,1,8,7,1,10,55575,4736,1829,1037327
yuksek_fiyat,20332181,11,4,1,1,5,5,0,11,86905,2970,1328,1102692
yuksek_fiyat,20332181,12,4,1,1,4,4,0,10,67470,6990,1415,1153362
yuksek_fiyat,20332181,13,4,1,1,5,3,2,10,81120,7417,1402,1214460
yuksek_fiyat,20332181,14,4,1,1,4,4,0,13,122850,7837,1718,938811
yuksek_fiyat,20332181,15,4,1,1,5,5,0,11,93665,5130,1664,1009526
yuksek_fiyat,20332181,16,4,1,1,5,5,0,11,71825,7067,2072,1063439
yuksek_fiyat,20332181,17,4,1,1,6,6,0,11,92560,6690,2114,1132755
yuksek_fiyat,20332181,18,4,1,1,6,6,0,11,85085,5612,2075,1196505
yuksek_fiyat,20332181,19,4,1,1,5,4,1,8,52715,6905,1941,1236327
yuksek_fiyat,20332181,20,4,1,1,7,7,0,14,110890,2947,1523,1319521
yuksek_fiyat,20332181,21,4,1,1,8,8,0,13,99970,6221,1564,1022372
yuksek_fiyat,20332181,22,4,1,1,6,5,1,9,62400,3946,1229,1069283
yuksek_fiyat,20332181,23,4,1,1,4,4,0,10,78390,5617,1225,1128413
yuksek_fiyat,20332181,24,4,1,1,4,4,0,10,87490,6578,1309,1193805
yuksek_fiyat,20332181,25,4,1,1,7,6,1,9,89700,6168,1301,1261305
yuksek_fiyat,20332181,26,4,1,1,5,5,0,10,67600,7517,1450,1311911
yuksek_fiyat,20332181,27,4,1,1,7,7,0,13,99710,5297,1307,1386898
yuksek_fiyat,20332181,28,4,1,1,7,6,1,12,108030,4413,1012,1092142
yuksek_fiyat,20332181,29,4,1,1,4,4,0,10,67015,5696,957,1142598
yuksek_fiyat,20332181,30,4,1,1,5,5,0,10,50050,6157,950,1179997
yuksek_fiyat,20332181,31,4,1,1,6,6,0,10,74555,6233,975,1236320
yuksek_fiyat,20332181,32,4,1,1,7,7,0,10,75725,5297,880,1293069
yuksek_fiyat,20332181,33,4,1,1,5,5,0,9,62855,2518,581,1340401
yuksek_fiyat,20332181,34,4,1,1,5,4,1,9,85605,4446,240,1405407
yuksek_fiyat,20332181,35,4,1,1,4,4,0,10,82745,6268,255,1087606
yuksek_fiyat,20332181,36,4,1,1,3,3,0,8,55250,6850,324,1129033
yuksek_fiyat,20332181,37,4,1,1,3,2,1,7,78715,7664,366,1189020
yuksek_fiyat,20332181,38,4,1,2,6,3,3,5,61555,1896,0,1235742
yuksek_fiyat,20332181,39,4,1,2,5,5,0,8,78065,2864,0,1294311
yuksek_fiyat,20332181,40,4,1,2,4,4,0,8,58890,5730,0,1338697
yuksek_fiyat,20332181,41,4,1,2,7,7,0,10,70655,4343,0,1391814
yuksek_fiyat,20332181,42,4,1,2,6,6,0,10,91975,5527,0,996927
yuksek_fiyat,20332181,43,4,1,2,4,4,0,8,45370,6784,39,1030995
yuksek_fiyat,20332181,44,4,1,2,3,3,0,8,65650,6168,57,1080501
yuksek_fiyat,20332181,45,4,1,2,6,5,1,6,51675,3844,0,1119444
yuksek_fiyat,20332181,46,4,1,2,5,5,0,8,76505,6726,110,1176954
yuksek_fiyat,20332181,47,4,1,2,5,5,0,8,79235,6131,159,1236848
yuksek_fiyat,20332181,48,4,1,2,5,3,2,7,116935,7485,83,1325189
yuksek_fiyat,20332181,49,4,1,2,4,4,0,10,56485,4951,33,897627
yuksek_fiyat,20332181,50,4,1,2,5,5,0,8,58500,3318,0,941801
yuksek_fiyat,20332181,51,4,1,2,6,6,0,8,56030,2273,0,983910
yuksek_fiyat,20332181,52,4,1,2,7,7,0,8,52455,4412,0,1023267
yuksek_fiyat,20332181,53,4,1,2,5,5,0,8,45370,6352,12,1057324
yuksek_fiyat,20332181,54,4,1,2,4,4,0,8,54665,7142,82,1098462
yuksek_fiyat,20332181,55,4,1,2,3,3,0,10,60125,6558,130,1143328
yuksek_fiyat,20332181,56,4,1,2,6,5,1,9,70200,4380,0,720171
yuksek_fiyat,20332181,57,4,1,2,3,3,0,8,52780,3410,0,759841
yuksek_fiyat,20332181,58,4,1,2,4,4,0,8,74815,6321,46,816526
yuksek_fiyat,20332181,59,4,1,2,4,4,0,8,60125,7174,119,861927
yuksek_fiyat,20332181,60,4,1,2,5,5,0,8,49660,4609,33,899195
fazla_kadro,20260910,1,4,1,2,6,5,1,11,56710,9803,3277,839187
fazla_kadro,20260910,2,4,1,2,8,8,0,13,68620,9202,3648,886839
fazla_kadro,20260910,3,4,1,2,7,5,2,12,76700,9042,3927,938991
fazla_kadro,20260910,4,4,1,2,8,8,0,14,59600,9137,4222,979060
fazla_kadro,20260910,5,4,1,2,8,8,0,15,71600,8099,4419,1027266
fazla_kadro,20260910,6,4,1,2,10,9,1,17,96305,6398,4136,1093039
fazla_kadro,20260910,7,4,1,2,10,9,1,15,79130,7880,4352,710512
fazla_kadro,20260910,8,4,1,2,8,6,2,13,66850,8128,4524,755582
fazla_kadro,20260910,9,4,1,2,6,5,1,13,62900,8307,4652,798063
fazla_kadro,20260910,10,4,1,2,8,8,0,15,100300,9600,5051,866224
fazla_kadro,20260910,11,4,1,2,10,9,1,15,69250,7617,5110,913059
fazla_kadro,20260910,12,4,1,2,10,9,1,14,81000,6499,5027,967762
fazla_kadro,20260910,13,4,1,2,9,9,0,20,92910,7902,5305,1031044
fazla_kadro,20260910,14,4,1,2,10,8,2,17,87200,4977,4752,648487
fazla_kadro,20260910,15,4,1,2,7,7,0,16,79400,7468,4902,702357
fazla_kadro,20260910,16,4,1,2,6,6,0,16,94730,7037,4962,767964
fazla_kadro,20260910,17,4,1,2,10,10,0,16,102210,8173,5157,837749
fazla_kadro,20260910,18,4,1,2,9,9,0,16,100490,9244,5516,906118
fazla_kadro,20260910,19,4,1,2,8,8,0,17,102680,9869,5939,975941
fazla_kadro,20260910,20,4,1,2,9,8,1,20,147550,4403,5182,1076277
fazla_kadro,20260910,21,4,1,2,9,8,1,18,90665,7223,4390,690978
fazla_kadro,20260910,22,4,1,2,8,8,0,15,71300,5110,4145,739282
fazla_kadro,20260910,23,4,1,2,6,5,1,14,85425,7757,4287,797949
fazla_kadro,20260910,24,4,1,2,8,7,1,14,77630,7805,4555,851262
fazla_kadro,20260910,25,4,1,2,10,10,0,15,77550,7705,4667,903657
fazla_kadro,20260910,26,4,1,2,13,12,1,14,84300,9062,4841,960260
fazla_kadro,20260910,27,4,1,2,9,6,3,14,83900,4368,4336,1017622
fazla_kadro,20260910,28,4,1,2,8,6,2,14,106600,7974,4283,638710
fazla_kadro,20260910,29,4,1,2,11,10,1,13,78100,8162,4418,691765
fazla_kadro,20260910,30,4,1,2,9,9,0,15,98250,7477,4357,758460
fazla_kadro,20260910,31,4,1,2,6,6,0,15,89650,9252,4712,819526
fazla_kadro,20260910,32,4,1,2,8,8,0,16,71250,7431,4860,867450
fazla_kadro,20260910,33,4,1,2,10,10,0,16,106090,6812,4924,939912
fazla_kadro,20260910,34,4,1,2,13,11,2,17,103050,6605,4768,1009821
fazla_kadro,20260910,35,4,1,2,8,7,1,18,102500,8219,4956,620941
fazla_kadro,20260910,36,4,1,2,8,8,0,16,104925,9161,5658,693042
fazla_kadro,20260910,37,4,1,2,14,13,1,15,101525,7596,5479,762325
fazla_kadro,20260910,38,4,1,2,8,8,0,17,113690,7424,5606,839870
fazla_kadro,20260910,39,4,1,2,7,5,2,12,71650,6870,5439,889053
fazla_kadro,20260910,40,4,1,2,9,9,0,17,88600,7573,5547,948709
fazla_kadro,20260910,41,4,1,2,12,11,1,20,124900,6835,5587,1033267
fazla_kadro,20260910,42,4,1,2,11,6,5,14,90240,5157,5111,631324
fazla_kadro,20260910,43,4,1,2,6,5,1,14,100450,7749,5211,699783
fazla_kadro,20260910,44,4,1,2,7,6,1,15,84625,6209,4796,757842
fazla_kadro,20260910,45,4,1,2,11,11,0,16,93690,9352,5147,821697
fazla_kadro,20260910,46,4,1,2,6,6,0,16,85300,8708,5371,879280
fazla_kadro,20260910,47,4,1,2,9,9,0,17,138900,7758,5482,973764
fazla_kadro,20260910,48,4,1,2,12,10,2,15,92800,4804,4792,1036960
fazla_kadro,20260910,49,4,1,2,12,10,2,12,82800,8129,4364,623339
fazla_kadro,20260910,50,4,1,2,8,7,1,12,73100,7724,4601,672901
fazla_kadro,20260910,51,4,1,2,8,7,1,12,73390,9560,4749,723048
fazla_kadro,20260910,52,4,1,2,5,4,1,15,127360,9896,5233,810883
fazla_kadro,20260910,53,4,1,2,9,6,3,10,85000,5817,3922,868739
fazla_kadro,20260910,54,4,1,2,7,6,1,12,70600,7281,3863,916805
fazla_kadro,20260910,55,4,1,2,8,8,0,18,89400,9650,4367,977283
fazla_kadro,20260910,56,4,1,2,9,8,1,17,117550,8498,4657,580999
fazla_kadro,20260910,57,4,1,2,8,8,0,15,89850,7978,4768,641910
fazla_kadro,20260910,58,4,1,2,9,6,3,11,63245,7650,4667,685273
fazla_kadro,20260910,59,4,1,2,7,7,0,15,81525,4628,3974,741124
fazla_kadro,20260910,60,4,1,2,7,7,0,14,103940,9557,4460,812358
fazla_kadro,20268829,1,4,1,2,8,8,0,13,67800,7571,3110,846086
fazla_kadro,20268829,2,4,1,2,4,4,0,13,81975,9511,3545,903230
fazla_kadro,20268829,3,4,1,2,3,3,0,14,73700,9894,4054,953414
fazla_kadro,20268829,4,4,1,2,7,7,0,14,83350,8337,4396,1009982
fazla_kadro,20268829,5,4,1,2,7,7,0,15,92550,6419,4414,1073991
fazla_kadro,20268829,6,4,1,2,10,9,1,16,72100,7599,4314,1122700
fazla_kadro,20268829,7,4,1,2,9,9,0,19,103760,7901,4684,756951
fazla_kadro,20268829,8,4,1,2,9,9,0,15,72150,9852,4994,805736
fazla_kadro,20268829,9,4,1,2,8,8,0,16,81085,8606,5319,860765
fazla_kadro,20268829,10,4,1,2,9,6,3,13,85500,8334,5376,918837
fazla_kadro,20268829,11,4,1,2,11,11,0,17,73425,8810,5610,968922
fazla_kadro,20268829,12,4,1,2,11,11,0,17,92860,8583,5762,1032286
fazla_kadro,20268829,13,4,1,2,11,8,3,17,77100,6019,5206,1084241
fazla_kadro,20268829,14,4,1,2,5,5,0,20,107100,6437,4945,715077
fazla_kadro,20268829,15,4,1,2,10,9,1,14,77200,6480,4772,767398
fazla_kadro,20268829,16,4,1,2,8,8,0,16,84050,9805,5031,824261
fazla_kadro,20268829,17,4,1,2,10,8,2,14,103190,9058,5378,895107
fazla_kadro,20268829,18,4,1,2,7,7,0,17,99200,8971,5613,962227
fazla_kadro,20268829,19,4,1,2,7,7,0,17,111450,8297,5793,1037893
fazla_kadro,20268829,20,4,1,2,8,3,5,12,95095,9602,5850,1104504
fazla_kadro,20268829,21,4,1,2,15,11,4,16,105750,5354,4761,729215
fazla_kadro,20268829,22,4,1,2,10,10,0,16,87450,7220,4853,788406
fazla_kadro,20268829,23,4,1,2,10,7,3,12,56550,7175,4757,826623
fazla_kadro,20268829,24,4,1,2,9,6,3,12,80915,3889,4126,881275
fazla_kadro,20268829,25,4,1,2,10,6,4,10,59870,7302,3831,922171
fazla_kadro,20268829,26,4,1,2,6,6,0,14,86400,7567,4114,980265
fazla_kadro,20268829,27,4,1,2,10,9,1,17,111620,6244,4079,1056192
fazla_kadro,20268829,28,4,1,2,8,8,0,18,122600,5573,3794,687721
fazla_kadro,20268829,29,4,1,2,8,8,0,14,86400,9567,4076,746400
fazla_kadro,20268829,30,4,1,2,6,5,1,14,72450,5633,3877,795580
fazla_kadro,20268829,31,4,1,2,6,5,1,13,62600,9881,4380,837758
fazla_kadro,20268829,32,4,1,2,7,6,1,12,66350,8803,4491,882861
fazla_kadro,20268829,33,4,1,2,8,8,0,15,97160,7622,4590,949257
fazla_kadro,20268829,34,4,1,2,10,7,3,16,129625,7741,4796,1038924
fazla_kadro,20268829,35,4,1,2,11,10,1,19,123550,7080,4905,664754
fazla_kadro,20268829,36,4,1,2,9,8,1,14,80425,7827,5079,719428
fazla_kadro,20268829,37,4,1,2,8,8,0,16,78700,7412,5152,772333
fazla_kadro,20268829,38,4,1,2,8,5,3,11,87580,9869,4590,833520
fazla_kadro,20268829,39,4,1,2,11,10,1,14,80695,7723,4805,888228
fazla_kadro,20268829,40,4,1,2,11,9,2,13,87200,6483,4713,947528
fazla_kadro,20268829,41,4,1,2,8,8,0,19,84850,5315,4441,1004912
fazla_kadro,20268829,42,4,1,2,10,8,2,17,92780,7867,4743,604194
fazla_kadro,20268829,43,4,1,2,10,9,1,15,120290,8201,4890,686173
fazla_kadro,20268829,44,4,1,2,8,7,1,15,81600,9004,5053,741609
fazla_kadro,20268829,45,4,1,2,5,4,1,15,105320,9890,5529,814045
fazla_kadro,20268829,46,4,1,2,9,8,1,15,99010,8378,5729,881352
fazla_kadro,20268829,47,4,1,2,7,6,1,15,106155,7441,5776,953829
fazla_kadro,20268829,48,4,1,2,8,4,4,15,104750,9897,6087,1025102
fazla_kadro,20268829,49,4,1,2,14,12,2,19,123400,7484,5456,638632
fazla_kadro,20268829,50,4,1,2,7,7,0,17,86050,8193,5685,696861
fazla_kadro,20268829,51,4,1,2,8,7,1,16,94400,8254,5840,761386
fazla_kadro,20268829,52,4,1,2,7,5,2,14,83550,9020,6126,818029
fazla_kadro,20268829,53,4,1,2,10,9,1,16,77480,9704,6428,870978
fazla_kadro,20268829,54,4,1,2,9,9,0,18,108280,7220,6464,945874
fazla_kadro,20268829,55,4,1,2,14,12,2,19,97150,6690,6231,1011566
fazla_kadro,20268829,56,4,1,2,10,7,3,17,102600,5905,5318,605248
fazla_kadro,20268829,57,4,1,2,13,12,1,16,109700,8638,5566,679884
fazla_kadro,20268829,58,4,1,2,9,8,1,16,68300,6967,5616,725978
fazla_kadro,20268829,59,4,1,2,7,7,0,17,112390,8403,5896,803641
fazla_kadro,20268829,60,4,1,2,9,7,2,14,75110,9799,6047,854518
fazla_kadro,20276748,1,4,1,2,7,7,0,13,57750,9342,3225,839006
fazla_kadro,20276748,2,4,1,2,7,7,0,13,48900,7600,3467,872045
fazla_kadro,20276748,3,4,1,2,8,7,1,11,57300,8304,3445,910809
fazla_kadro,20276748,4,4,1,2,6,6,0,14,83230,8609,3736,967451
fazla_kadro,20276748,5,4,1,2,6,6,0,14,72060,8563,3935,1016237
fazla_kadro,20276748,6,4,1,2,8,8,0,18,88300,7916,4281,1076014
fazla_kadro,20276748,7,4,1,2,9,9,0,19,100685,8877,4823,707771
fazla_kadro,20276748,8,4,1,2,7,7,0,16,72270,9038,5219,756610
fazla_kadro,20276748,9,4,1,2,9,9,0,16,80340,7913,5353,811243
fazla_kadro,20276748,10,4,1,2,10,9,1,15,75245,7159,5491,862620
fazla_kadro,20276748,11,4,1,2,9,9,0,17,85100,8590,5688,920088
fazla_kadro,20276748,12,4,1,2,7,6,1,16,77650,7725,5848,972466
fazla_kadro,20276748,13,4,1,2,9,6,3,14,101630,7024,5237,1042079
fazla_kadro,20276748,14,4,1,2,7,7,0,20,114400,9866,5732,678201
fazla_kadro,20276748,15,4,1,2,9,9,0,17,107515,7123,5833,752798
fazla_kadro,20276748,16,4,1,2,6,5,1,13,75255,9603,5904,804029
fazla_kadro,20276748,17,4,1,2,8,8,0,17,82280,8647,6118,860376
fazla_kadro,20276748,18,4,1,2,10,9,1,17,99950,7697,6220,928258
fazla_kadro,20276748,19,4,1,2,12,12,0,18,109685,8155,6400,1002128
fazla_kadro,20276748,20,4,1,2,12,11,1,22,144775,7259,6490,1100833
fazla_kadro,20276748,21,4,1,2,11,10,1,20,110660,8843,6580,729268
fazla_kadro,20276748,22,4,1,2,10,10,0,19,112880,8555,6781,806993
fazla_kadro,20276748,23,4,1,2,10,10,0,19,99700,7684,6859,874345
fazla_kadro,20276748,24,4,1,2,10,7,3,16,107650,8018,6921,947538
fazla_kadro,20276748,25,4,1,2,9,8,1,18,90300,9701,7114,1008410
fazla_kadro,20276748,26,4,1,2,9,9,0,19,95250,5275,7038,1072789
fazla_kadro,20276748,27,4,1,2,11,11,0,24,166155,6403,7147,1186744
fazla_kadro,20276748,28,4,1,2,16,16,0,24,147150,6513,7149,833820
fazla_kadro,20276748,29,4,1,2,8,5,3,13,114610,6808,6960,913114
fazla_kadro,20276748,30,4,1,2,11,11,0,19,126550,5752,6820,998932
fazla_kadro,20276748,31,4,1,2,8,7,1,18,135660,7881,6882,1092833
fazla_kadro,20276748,32,4,1,2,11,11,0,19,104650,5726,6738,1163818
fazla_kadro,20276748,33,4,1,2,12,11,1,17,100470,6463,5830,1232366
fazla_kadro,20276748,34,4,1,2,11,10,1,21,126200,8924,6170,1318172
fazla_kadro,20276748,35,4,1,2,12,9,3,15,85990,8486,6191,918912
fazla_kadro,20276748,36,4,1,2,9,8,1,17,105690,6999,6293,990931
fazla_kadro,20276748,37,4,1,2,10,10,0,18,104860,5067,6177,1062088
fazla_kadro,20276748,38,4,1,2,7,5,2,12,98540,8070,6046,1131108
fazla_kadro,20276748,39,4,1,2,9,7,2,15,106600,6676,5823,1203848
fazla_kadro,20276748,40,4,1,2,9,8,1,16,118655,7212,5869,1284648
fazla_kadro,20276748,41,4,1,2,11,8,3,16,118000,7364,5713,1364751
fazla_kadro,20276748,42,4,1,2,10,9,1,20,158870,8356,6101,1008824
fazla_kadro,20276748,43,4,1,2,12,8,4,13,87820,6925,5827,1069018
fazla_kadro,20276748,44,4,1,2,8,7,1,12,90800,8626,5683,1131133
fazla_kadro,20276748,45,4,1,2,9,7,2,15,99520,8073,5775,1199110
fazla_kadro,20276748,46,4,1,2,7,6,1,12,80350,7042,5530,1253856
fazla_kadro,20276748,47,4,1,2,10,10,0,17,109630,8957,5735,1328686
fazla_kadro,20276748,48,4,1,2,13,12,1,20,112050,7358,5803,1404543
fazla_kadro,20276748,49,4,1,2,9,8,1,21,163620,8285,6113,1046906
fazla_kadro,20276748,50,4,1,2,10,9,1,15,85815,6392,5826,1105202
fazla_kadro,20276748,51,4,1,2,9,7,2,13,90350,4761,5110,1166593
fazla_kadro,20276748,52,4,1,2,9,9,0,16,83910,8637,5413,1223825
fazla_kadro,20276748,53,4,1,2,8,8,0,17,113405,6387,5347,1301164
fazla_kadro,20276748,54,4,1,2,10,10,0,17,95450,8292,5526,1366467
fazla_kadro,20276748,55,4,1,2,12,11,1,20,106025,5603,5358,1438299
fazla_kadro,20276748,56,4,1,2,7,5,2,15,79150,9218,5448,1016103
fazla_kadro,20276748,57,4,1,2,7,6,1,15,81750,8039,5566,1071415
fazla_kadro,20276748,58,4,1,2,7,7,0,17,93650,6518,5669,1134350
fazla_kadro,20276748,59,4,1,2,7,7,0,17,83120,9302,5964,1190966
fazla_kadro,20276748,60,4,1,2,9,6,3,12,59950,7279,5646,1231182
fazla_kadro,20284667,1,4,1,2,6,6,0,13,82050,9482,3363,855800
fazla_kadro,20284667,2,4,1,2,4,4,0,13,75000,9918,3800,906777
fazla_kadro,20284667,3,4,1,2,4,3,1,11,78450,9890,4155,960205
fazla_kadro,20284667,4,4,1,2,7,6,1,14,88925,8497,4151,1021489
fazla_kadro,20284667,5,4,1,2,7,5,2,12,58830,9871,4345,1061837
fazla_kadro,20284667,6,4,1,2,12,11,1,17,91580,7846,4505,1124143
fazla_kadro,20284667,7,4,1,2,7,6,1,15,85450,9891,4687,746825
fazla_kadro,20284667,8,4,1,2,8,5,3,11,73800,8752,4765,797021
fazla_kadro,20284667,9,4,1,2,7,7,0,16,86890,9133,5091,855757
fazla_kadro,20284667,10,4,1,2,8,7,1,14,85600,8890,5327,913883
fazla_kadro,20284667,11,4,1,2,9,9,0,17,90080,6764,5396,975211
fazla_kadro,20284667,12,4,1,2,8,7,1,16,80925,7919,5527,1030776
fazla_kadro,20284667,13,4,1,2,9,7,2,14,83100,7094,4763,1087014
fazla_kadro,20284667,14,4,1,2,9,6,3,12,64335,8655,4512,689345
fazla_kadro,20284667,15,4,1,2,5,3,2,11,71990,9880,4763,740257
fazla_kadro,20284667,16,4,1,2,6,6,0,16,113300,8032,5058,816743
fazla_kadro,20284667,17,4,1,2,9,9,0,16,96565,6578,5151,882660
fazla_kadro,20284667,18,4,1,2,9,8,1,15,86220,5726,4998,941559
fazla_kadro,20284667,19,4,1,2,7,7,0,16,79845,9877,5346,996196
fazla_kadro,20284667,20,4,1,2,10,8,2,19,118850,9732,5832,1076850
fazla_kadro,20284667,21,4,1,2,9,7,2,18,99600,6601,5783,697178
fazla_kadro,20284667,22,4,1,2,11,10,1,16,85380,6741,5813,755286
fazla_kadro,20284667,23,4,1,2,8,8,0,17,103795,8498,5977,826122
fazla_kadro,20284667,24,4,1,2,11,10,1,17,89760,9002,6162,886629
fazla_kadro,20284667,25,4,1,2,10,7,3,13,78455,8615,6224,940102
fazla_kadro,20284667,26,4,1,2,11,11,0,18,91960,8275,6400,1003127
fazla_kadro,20284667,27,4,1,2,12,9,3,15,99250,6451,6074,1070566
fazla_kadro,20284667,28,4,1,2,10,8,2,17,96490,8155,5814,683936
fazla_kadro,20284667,29,4,1,2,8,8,0,17,121750,9221,6148,766746
fazla_kadro,20284667,30,4,1,2,9,7,2,14,108500,6592,5855,841320
fazla_kadro,20284667,31,4,1,2,7,7,0,17,104190,7505,5930,912230
fazla_kadro,20284667,32,4,1,2,8,7,1,12,87950,5030,5256,972279
fazla_kadro,20284667,33,4,1,2,10,8,2,12,57420,7893,4971,1011407
fazla_kadro,20284667,34,4,1,2,10,9,1,18,95750,7208,4727,1075948
fazla_kadro,20284667,35,4,1,2,9,7,2,15,102400,6523,4649,688621
fazla_kadro,20284667,36,4,1,2,6,4,2,10,75650,9164,4479,739958
